date,station,tree_total,tree_level,top_tree_species,weed_total,weed_level,top_weed_species,grass_total,grass_level,top_grass_species,mold_total,mold_level,top_mold_species,weather_notes
2003-04-04,Northwest Asthma & Allergy Center,69.0,Medium,"Birch; Poplar, Cottonwood, Aspen; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-07,Northwest Asthma & Allergy Center,498.0,High,"Birch; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-08,Northwest Asthma & Allergy Center,209.0,High,"Juniper family, Cedar; Birch; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-09,Northwest Asthma & Allergy Center,218.0,High,"Juniper family, Cedar; Birch; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-10,Northwest Asthma & Allergy Center,314.0,High,"Birch; All identified tree pollen not counted elsewhere; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-11,Northwest Asthma & Allergy Center,376.0,High,"Birch; Juniper family, Cedar; Alder",0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-04-15,Northwest Asthma & Allergy Center,184.0,Medium,"Poplar, Cottonwood, Aspen; Birch; All identified tree pollen not counted elsewhere",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-16,Northwest Asthma & Allergy Center,180.0,Medium,"Poplar, Cottonwood, Aspen; Birch; All identified tree pollen not counted elsewhere",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-17,Northwest Asthma & Allergy Center,100.0,Medium,"Birch; Poplar, Cottonwood, Aspen; All identified tree pollen not counted elsewhere",0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-04-18,Northwest Asthma & Allergy Center,94.0,Medium,"Poplar, Cottonwood, Aspen; Birch; Ash",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-21,Northwest Asthma & Allergy Center,38.0,Low,"Poplar, Cottonwood, Aspen; Ash; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-22,Northwest Asthma & Allergy Center,220.0,High,"Poplar, Cottonwood, Aspen; Birch; All identified tree pollen not counted elsewhere",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-23,Northwest Asthma & Allergy Center,11.0,Low,"Oak; Birch; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-04-24,Northwest Asthma & Allergy Center,105.0,Medium,Birch; Ash; All identified tree pollen not counted elsewhere,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-04-25,Northwest Asthma & Allergy Center,308.0,High,Birch; All identified tree pollen not counted elsewhere; Ash,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-04-28,Northwest Asthma & Allergy Center,135.0,Medium,All identified tree pollen not counted elsewhere; Oak; Birch,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-04-29,Northwest Asthma & Allergy Center,117.0,Medium,"Oak; Poplar, Cottonwood, Aspen; Birch",0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-04-30,Northwest Asthma & Allergy Center,43.0,Low,"Oak; Birch; Juniper family, Cedar",1.0,Low,"Nettle family, Pellitory",1.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-05-01,Northwest Asthma & Allergy Center,70.0,Medium,"Oak; Juniper family, Cedar; Birch",0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-05-02,Northwest Asthma & Allergy Center,224.0,High,Oak; Birch; Pine Family with air bladders,0.0,Not Present,,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-05-14,Northwest Asthma & Allergy Center,72.0,Medium,Pine Family with air bladders; Oak; All identified tree pollen not counted elsewhere,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-05-15,Northwest Asthma & Allergy Center,65.0,Medium,Pine Family with air bladders; Oak; All identified tree pollen not counted elsewhere,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-05-16,Northwest Asthma & Allergy Center,14.0,Low,Pine Family with air bladders; Oak; All identified tree pollen not counted elsewhere,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2003-05-19,Northwest Asthma & Allergy Center,191.0,Medium,"Pine Family with air bladders; All identified tree pollen not counted elsewhere; Juniper family, Cedar",1.0,Low,"Nettle family, Pellitory",7.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-05-20,Northwest Asthma & Allergy Center,35.0,Low,"Pine Family with air bladders; Juniper family, Cedar; Walnut, Butternut",0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-05-21,Northwest Asthma & Allergy Center,99.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; All identified tree pollen not counted elsewhere",5.0,Medium,"Nettle family, Pellitory",4.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-05-22,Northwest Asthma & Allergy Center,51.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; Oak",1.0,Low,"Nettle family, Pellitory",4.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-05-23,Northwest Asthma & Allergy Center,174.0,Medium,"Pine Family with air bladders; All identified tree pollen not counted elsewhere; Juniper family, Cedar",12.0,High,"Nettle family, Pellitory; Plantain",5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-05-27,Northwest Asthma & Allergy Center,206.0,High,"All identified tree pollen not counted elsewhere; Pine Family with air bladders; Juniper family, Cedar",23.0,Very High,"Nettle family, Pellitory; Sheep Sorrel, Dock",6.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-05-28,Northwest Asthma & Allergy Center,72.0,Medium,"Pine Family with air bladders; All identified tree pollen not counted elsewhere; Juniper family, Cedar",15.0,High,"Nettle family, Pellitory; Sheep Sorrel, Dock",5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-05-29,Northwest Asthma & Allergy Center,74.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; Alder",36.0,Very High,"Nettle family, Pellitory; Sheep Sorrel, Dock; Plantain",7.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-05-30,Northwest Asthma & Allergy Center,37.0,Low,"Pine Family with air bladders; Juniper family, Cedar; All identified tree pollen not counted elsewhere",5.0,Medium,"Nettle family, Pellitory; Sheep Sorrel, Dock",6.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-06-02,Northwest Asthma & Allergy Center,21.0,Low,Pine Family with air bladders; All identified tree pollen not counted elsewhere; Alder,14.0,High,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle; Sheep Sorrel, Dock; Nettle family, Pellitory",10.0,High,"Grass Family, all types",0.0,Not Present,,
2003-06-03,Northwest Asthma & Allergy Center,93.0,Medium,Pine Family with air bladders; Alder; All identified tree pollen not counted elsewhere,39.0,Very High,"Nettle family, Pellitory; Sheep Sorrel, Dock",14.0,High,"Grass Family, all types",0.0,Not Present,,
2003-06-04,Northwest Asthma & Allergy Center,147.0,Medium,All identified tree pollen not counted elsewhere; Alder; Pine Family with air bladders,63.0,Very High,"Nettle family, Pellitory; Sheep Sorrel, Dock; Plantain",20.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-06-06,Northwest Asthma & Allergy Center,100.0,Medium,"Pine Family with air bladders; Alder; Juniper family, Cedar",69.0,Very High,"Nettle family, Pellitory; Plantain",19.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-06-09,Northwest Asthma & Allergy Center,7.0,Low,"Pine Family with air bladders; Juniper family, Cedar; Alder",5.0,Medium,"Nettle family, Pellitory",5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-06-10,Northwest Asthma & Allergy Center,9.0,Low,"Alder; Juniper family, Cedar; Pine Family with air bladders",6.0,Medium,"Nettle family, Pellitory",6.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-06-11,Northwest Asthma & Allergy Center,43.0,Low,"Pine Family with air bladders; Juniper family, Cedar; All identified tree pollen not counted elsewhere",16.0,High,"Nettle family, Pellitory; Sheep Sorrel, Dock; Plantain",20.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-06-12,Northwest Asthma & Allergy Center,16.0,Low,"Pine Family with air bladders; Juniper family, Cedar; Alder",5.0,Medium,"Nettle family, Pellitory; Sheep Sorrel, Dock",8.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-06-13,Northwest Asthma & Allergy Center,21.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",1.0,Low,"Nettle family, Pellitory",19.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-06-16,Northwest Asthma & Allergy Center,88.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; Alder",18.0,High,"Nettle family, Pellitory; Sheep Sorrel, Dock; Plantain",42.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-06-17,Northwest Asthma & Allergy Center,66.0,Medium,"Pine Family with air bladders; Juniper family, Cedar; All identified tree pollen not counted elsewhere",8.0,Medium,"Nettle family, Pellitory; Sheep Sorrel, Dock; Plantain",27.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-06-18,Northwest Asthma & Allergy Center,15.0,Low,"Juniper family, Cedar; Pine Family with air bladders; All identified tree pollen not counted elsewhere",4.0,Medium,"Nettle family, Pellitory; Plantain",6.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-06-19,Northwest Asthma & Allergy Center,5.0,Low,"Pine Family with air bladders; Juniper family, Cedar; All identified tree pollen not counted elsewhere",2.0,Low,"Nettle family, Pellitory",2.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-06-20,Northwest Asthma & Allergy Center,12.0,Low,"Pine Family with air bladders; Juniper family, Cedar; Alder",2.0,Low,"Nettle family, Pellitory",5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-06-23,Northwest Asthma & Allergy Center,14.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",4.0,Medium,"Nettle family, Pellitory; Sheep Sorrel, Dock",10.0,High,"Grass Family, all types",0.0,Not Present,,
2003-06-24,Northwest Asthma & Allergy Center,16.0,Low,"Juniper family, Cedar; Pine Family with air bladders; All identified tree pollen not counted elsewhere",1.0,Low,Plantain,31.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-06-25,Northwest Asthma & Allergy Center,27.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",4.0,Medium,"Nettle family, Pellitory; Plantain",18.0,High,"Grass Family, all types",0.0,Not Present,,
2003-06-26,Northwest Asthma & Allergy Center,29.0,Low,"Juniper family, Cedar; Pine Family with air bladders; All identified tree pollen not counted elsewhere",3.0,Medium,"Nettle family, Pellitory; Plantain",19.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-06-30,Northwest Asthma & Allergy Center,10.0,Low,"Juniper family, Cedar; Pine Family with air bladders; All identified tree pollen not counted elsewhere",2.0,Low,"Plantain; Nettle family, Pellitory",14.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-01,Northwest Asthma & Allergy Center,12.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",0.0,Not Present,,15.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-02,Northwest Asthma & Allergy Center,9.0,Low,"Pine Family with air bladders; Juniper family, Cedar; Alder",2.0,Low,"Sheep Sorrel, Dock; Plantain",15.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-07,Northwest Asthma & Allergy Center,11.0,Low,"Juniper family, Cedar; Pine Family with air bladders; All identified tree pollen not counted elsewhere",2.0,Low,"Plantain; Nettle family, Pellitory",12.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-08,Northwest Asthma & Allergy Center,8.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",2.0,Low,"Plantain; Nettle family, Pellitory",12.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-09,Northwest Asthma & Allergy Center,10.0,Low,"Juniper family, Cedar; Alder; Pine Family with air bladders",1.0,Low,"Nettle family, Pellitory",44.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-07-10,Northwest Asthma & Allergy Center,8.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",0.0,Not Present,,21.0,Very High,"Grass Family, all types",0.0,Not Present,,
2003-07-11,Northwest Asthma & Allergy Center,4.0,Low,"Alder; Pine Family with air bladders; Juniper family, Cedar",1.0,Low,Plantain,13.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-14,Northwest Asthma & Allergy Center,5.0,Low,"Juniper family, Cedar; Birch; Alder",1.0,Low,Plantain,10.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-15,Northwest Asthma & Allergy Center,10.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",1.0,Low,Plantain,15.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-16,Northwest Asthma & Allergy Center,8.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",2.0,Low,"Sage, Wormwood; Plantain",8.0,Medium,"Grass Family, all types",0.0,Not Present,,
2003-07-17,Northwest Asthma & Allergy Center,12.0,Low,"Juniper family, Cedar; Alder; Pine Family with air bladders",2.0,Low,"Plantain; Nettle family, Pellitory",11.0,High,"Grass Family, all types",0.0,Not Present,,
2003-07-18,Northwest Asthma & Allergy Center,5.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",1.0,Low,"Nettle family, Pellitory",4.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-07-21,Northwest Asthma & Allergy Center,4.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",2.0,Low,"Plantain; Nettle family, Pellitory",4.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-07-22,Northwest Asthma & Allergy Center,3.0,Low,"Juniper family, Cedar; Alder",2.0,Low,"Sage, Wormwood; Plantain",4.0,Low,"Grass Family, all types",0.0,Not Present,,
2003-07-23,Northwest Asthma & Allergy Center,6.0,Low,"Juniper family, Cedar; Pine Family with air bladders; Alder",1.0,Low,Plantain,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-02-10,Northwest Asthma & Allergy Center,20.0,Low,"All identified tree pollen not counted elsewhere; Juniper family, Cedar; Pine Family with air bladders",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-11,Northwest Asthma & Allergy Center,125.0,Medium,"Juniper family, Cedar; All identified tree pollen not counted elsewhere; Elm",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-12,Northwest Asthma & Allergy Center,148.0,Medium,"Juniper family, Cedar; Elm; All identified tree pollen not counted elsewhere",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-16,Northwest Asthma & Allergy Center,9.0,Low,"Juniper family, Cedar; Elm; All identified tree pollen not counted elsewhere",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-17,Northwest Asthma & Allergy Center,116.0,Medium,"Juniper family, Cedar; Alder; All identified tree pollen not counted elsewhere",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-18,Northwest Asthma & Allergy Center,49.0,Low,"Juniper family, Cedar; Alder; Elm",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-19,Northwest Asthma & Allergy Center,316.0,High,"Juniper family, Cedar; Alder; Willow",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-22,Northwest Asthma & Allergy Center,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-23,Northwest Asthma & Allergy Center,550.0,High,"Juniper family, Cedar; Alder; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-24,Northwest Asthma & Allergy Center,857.0,Very High,"Juniper family, Cedar; Alder; Sycamore, Plane-tree",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-25,Northwest Asthma & Allergy Center,117.0,Medium,"Juniper family, Cedar; Alder; Sycamore, Plane-tree",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-26,Northwest Asthma & Allergy Center,53.0,Medium,"Juniper family, Cedar; Alder; Elm",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-27,Northwest Asthma & Allergy Center,67.0,Medium,"Juniper family, Cedar; Alder; Elm",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-02-28,Northwest Asthma & Allergy Center,948.0,Very High,"Juniper family, Cedar; Alder; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-01,Northwest Asthma & Allergy Center,143.0,Medium,"Alder; Juniper family, Cedar; Sycamore, Plane-tree",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-02,Northwest Asthma & Allergy Center,80.0,Medium,"Alder; Juniper family, Cedar; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-03,Northwest Asthma & Allergy Center,441.0,High,"Juniper family, Cedar; Alder; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-04,Northwest Asthma & Allergy Center,165.0,Medium,"Alder; Juniper family, Cedar; Elm",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-07,Northwest Asthma & Allergy Center,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-08,Northwest Asthma & Allergy Center,3177.0,Very High,"Juniper family, Cedar; Alder; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-09,Northwest Asthma & Allergy Center,1664.0,Very High,"Alder; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-10,Northwest Asthma & Allergy Center,865.0,Very High,"Alder; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-11,Northwest Asthma & Allergy Center,818.0,Very High,"Alder; Poplar, Cottonwood, Aspen; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-12,Northwest Asthma & Allergy Center,221.0,High,"Alder; Poplar, Cottonwood, Aspen; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-15,Northwest Asthma & Allergy Center,708.0,Very High,"Poplar, Cottonwood, Aspen; Alder; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-16,Northwest Asthma & Allergy Center,184.0,Medium,"Poplar, Cottonwood, Aspen; Juniper family, Cedar; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-17,Northwest Asthma & Allergy Center,1692.0,Very High,"Alder; Poplar, Cottonwood, Aspen; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-18,Northwest Asthma & Allergy Center,336.0,High,"Alder; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-19,Northwest Asthma & Allergy Center,112.0,Medium,"Alder; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-22,Northwest Asthma & Allergy Center,428.0,High,"Birch; Juniper family, Cedar; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-23,Northwest Asthma & Allergy Center,168.0,Medium,"Birch; Poplar, Cottonwood, Aspen; Alder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-24,Northwest Asthma & Allergy Center,54.0,Medium,"Poplar, Cottonwood, Aspen; Birch; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-25,Northwest Asthma & Allergy Center,118.0,Medium,"Poplar, Cottonwood, Aspen; Birch; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-26,Northwest Asthma & Allergy Center,142.0,Medium,"Birch; Poplar, Cottonwood, Aspen; Pine Family with air bladders",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-29,Northwest Asthma & Allergy Center,1679.0,Very High,"Birch; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-03-30,Northwest Asthma & Allergy Center,97.0,Medium,"Birch; Juniper family, Cedar; Poplar, Cottonwood, Aspen",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-03-31,Northwest Asthma & Allergy Center,70.0,Medium,"Birch; Pine Family with air bladders; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-04-01,Northwest Asthma & Allergy Center,180.0,Medium,Birch; Pine Family with air bladders; Ash,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-02,Northwest Asthma & Allergy Center,418.0,High,"Birch; Juniper family, Cedar; Alder",0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-05,Northwest Asthma & Allergy Center,222.0,High,"Birch; Poplar, Cottonwood, Aspen; Ash",0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-06,Northwest Asthma & Allergy Center,304.0,High,"Birch; Poplar, Cottonwood, Aspen; Juniper family, Cedar",0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-07,Northwest Asthma & Allergy Center,195.0,Medium,"Birch; Ash; Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-04-08,Northwest Asthma & Allergy Center,178.0,Medium,"Birch; Juniper family, Cedar; Pine Family with air bladders",0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-09,Northwest Asthma & Allergy Center,321.0,High,"Birch; Ash; Juniper family, Cedar",0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-12,Northwest Asthma & Allergy Center,81.0,Medium,Oak; Birch; Ash,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-13,Northwest Asthma & Allergy Center,248.0,High,Oak; Birch; Ash,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-04-14,Northwest Asthma & Allergy Center,84.0,Medium,Oak; Pine Family with air bladders; Birch,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-04-15,Northwest Asthma & Allergy Center,122.0,Medium,Oak; Pine Family with air bladders; Birch,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2004-04-19,Northwest Asthma & Allergy Center,240.0,High,Oak; Pine Family with air bladders; Birch,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-20,Northwest Asthma & Allergy Center,33.0,Low,Oak; Pine Family with air bladders; Birch,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-21,Northwest Asthma & Allergy Center,100.0,Medium,"Oak; Pine Family with air bladders; Juniper family, Cedar",0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2004-04-22,Northwest Asthma & Allergy Center,295.0,High,Oak; Pine Family with air bladders; Birch,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
