date,station,tree_total,tree_level,top_tree_species,weed_total,weed_level,top_weed_species,grass_total,grass_level,top_grass_species,mold_total,mold_level,top_mold_species,weather_notes
2001-04-17,"Oregon Allergy Associates, Eugene,  Oregon ",39.0,Medium,"Ash; Hornbeam/Hop hornbeam; Poplar, Cottonwood, Aspen",0.0,Not Present,,6.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-04-18,"Oregon Allergy Associates, Eugene,  Oregon ",68.0,Medium,"Birch; Ash; Juniper family, Cedar",0.0,Not Present,,6.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-04-19,"Oregon Allergy Associates, Eugene,  Oregon ",39.0,Medium,Birch; Ash; Hornbeam/Hop hornbeam,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-04-20,"Oregon Allergy Associates, Eugene,  Oregon ",10.0,Low,"Ash; Maple, Box elder; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-04-21,"Oregon Allergy Associates, Eugene,  Oregon ",59.0,Medium,Ash; Birch,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-04-24,"Oregon Allergy Associates, Eugene,  Oregon ",45.0,Medium,"Ash; Maple, Box elder; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-04-25,"Oregon Allergy Associates, Eugene,  Oregon ",159.0,High,"Ash; Birch; Maple, Box elder",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-04-26,"Oregon Allergy Associates, Eugene,  Oregon ",352.0,High,"Maple, Box elder; Ash; Birch",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-04-27,"Oregon Allergy Associates, Eugene,  Oregon ",114.0,High,"Maple, Box elder; Ash; Douglas Fir",0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-04-28,"Oregon Allergy Associates, Eugene,  Oregon ",177.0,High,"Maple, Box elder; Oak; Ash",0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-04-29,"Oregon Allergy Associates, Eugene,  Oregon ",103.0,High,"Maple, Box elder; Oak; Basswood, Linden",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-04-30,"Oregon Allergy Associates, Eugene,  Oregon ",76.0,Medium,"Oak; Basswood, Linden; Ash",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-06-01,"Oregon Allergy Associates, Eugene,  Oregon ",1.0,Low,Pine Family with air bladders,0.0,Not Present,,18.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-06-02,"Oregon Allergy Associates, Eugene,  Oregon ",3.0,Low,Pine Family with air bladders,0.0,Not Present,,6.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-06-03,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Walnut, Butternut",0.0,Not Present,,48.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-04,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,14.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-06-05,"Oregon Allergy Associates, Eugene,  Oregon ",3.0,Low,Pine Family with air bladders,0.0,Not Present,,5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-06-06,"Oregon Allergy Associates, Eugene,  Oregon ",4.0,Low,"Walnut, Butternut; Pine Family with air bladders",0.0,Not Present,,170.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-07,"Oregon Allergy Associates, Eugene,  Oregon ",7.0,Low,"Pine Family with air bladders; Oak; Hickory, Pecan",0.0,Not Present,,541.0,Very High,"Grass Family, all types",0.0,Not Present,,
2001-06-08,"Oregon Allergy Associates, Eugene,  Oregon ",7.0,Low,Pine Family with air bladders; Oak,0.0,Not Present,,115.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-09,"Oregon Allergy Associates, Eugene,  Oregon ",4.0,Low,"Pine Family with air bladders; Basswood, Linden",0.0,Not Present,,19.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-06-10,"Oregon Allergy Associates, Eugene,  Oregon ",5.0,Low,"Basswood, Linden",0.0,Not Present,,25.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-11,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-06-13,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,355.0,Very High,"Grass Family, all types",0.0,Not Present,,
2001-06-14,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,260.0,Very High,"Grass Family, all types",0.0,Not Present,,
2001-06-15,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,293.0,Very High,"Grass Family, all types",0.0,Not Present,,
2001-06-16,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,76.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-17,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,117.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-18,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,317.0,Very High,"Grass Family, all types",0.0,Not Present,,
2001-06-19,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,Pine Family with air bladders,0.0,Not Present,,163.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-20,"Oregon Allergy Associates, Eugene,  Oregon ",3.0,Low,Pine Family with air bladders,0.0,Not Present,,140.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-21,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,3.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",70.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-22,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,42.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-23,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,Pine Family with air bladders,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",39.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-24,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,11.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-06-25,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,89.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-26,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,8.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-06-27,"Oregon Allergy Associates, Eugene,  Oregon ",5.0,Low,"Basswood, Linden; Pine Family with air bladders",6.0,Low,"Aster, Cocklebur, etc.",31.0,High,"Grass Family, all types",0.0,Not Present,,
2001-06-28,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,17.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-06-29,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Basswood, Linden",3.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",28.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-01,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,62.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-02,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,110.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-03,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,62.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-04,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,48.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-06,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Sheep Sorrel, Dock",48.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-07,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,61.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-08,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,61.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-09,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,30.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-10,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,25.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-11,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",33.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-16,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-07-17,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-07-18,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,26.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-19,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,Pine Family with air bladders,3.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",25.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-20,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,3.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",3.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-07-21,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,1.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",20.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-22,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,11.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-07-23,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,12.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-07-24,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,3.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",31.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-25,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,37.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-26,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,37.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-27,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,40.0,High,"Grass Family, all types",0.0,Not Present,,
2001-07-28,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,19.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-07-29,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-01,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,4.0,Low,"Grass Family, all types; All identified grass pollen not counted elsewhere",0.0,Not Present,,
2001-08-02,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-08-03,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-04,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-06,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-07,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-08,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-08-09,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",0.0,Not Present,,0.0,Not Present,,
2001-08-10,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-08-11,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-12,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-08-13,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,Douglas Fir,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-14,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-15,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-16,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,3.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-17,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-18,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",5.0,Medium,"Grass Family, all types",0.0,Not Present,,
2001-08-19,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-08-20,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-08-21,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-08-22,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-08-23,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",0.0,Not Present,,0.0,Not Present,,
2001-08-24,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-08-25,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,1.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-08-26,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-08-27,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",2.0,Low,"Grass Family, all types",0.0,Not Present,,
2001-09-03,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,2.0,Low,"Goosefoot, Lamb's Quarters, Pigweed, Amaranth, Saltbush, Russian Thistle",0.0,Not Present,,0.0,Not Present,,
2001-09-04,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-09-05,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-09-06,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-02,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-03,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-04,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-05,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-08,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-09,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-10,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-11,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-22,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-23,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-24,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-10-25,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-01,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-05,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-07,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-08,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,Alder,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-12,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-13,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-14,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-19,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-26,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,Pine Family with air bladders,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-27,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-28,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-11-29,"Oregon Allergy Associates, Eugene,  Oregon ",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
2001-12-03,"Oregon Allergy Associates, Eugene,  Oregon ",2.0,Low,"Juniper family, Cedar",0.0,Not Present,,0.0,Not Present,,0.0,Not Present,,
